video_id,title,url,channel,published,duration,views,category,difficulty,quality_score,core_idea,actionable_insight,target_audience,creator_info,mentioned_companies,company_details,financial_data,technologies,auto_tags,semantic_topics,language,processed_at,project_category
uQmjcGGCPGA,How to save a half-wasted day🥲,https://www.youtube.com/watch?v=uQmjcGGCPGA,Tina Huang,,00:08:39,63422,Education,Beginner,8,"Behavioral inertia makes procrastination harder to escape the longer you stay in the same unproductive environment, but a deliberate change in physical location combined with a minimal time commitment can reset your momentum and save the day.",Guilt-driven procrastination is fundamentally different from intentional leisure; recognizing this distinction and using environmental change as a reset mechanism is more effective than willpower alone.,"Students, remote workers, and anyone struggling with procrastination and productivity",Tina Huang - productivity and personal development educator,"Brilliant, LinkedIn",Brilliant sponsors the video. LinkedIn's office lawn is mentioned as a location where Tina attempted to work.,,"Phone timer, Physical timer","productivity, procrastination, time management, behavioral psychology, motivation, personal development, daily habits","behavioral inertia, environmental design, low-barrier entry, guilt management, motivation strategies, task prioritization",auto,2026-04-13 19:15,General
WDhgOCoPT-g,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,https://www.youtube.com/watch?v=WDhgOCoPT-g,Tina Huang,,00:13:59,17726,Education,Intermediate,7,This is a SQL interview preparation video demonstrating how to approach a medium-difficulty Facebook data science question involving message conversation aggregation and the benefits of using a curated learning platform.,"The most effective interview prep eliminates friction from setup tasks (finding questions, creating test data) so candidates can focus on actual problem-solving skills, which is what employers actually evaluate.","Data science and analytics job candidates preparing for technical interviews, particularly those targeting FAANG companies",Tina Huang - content creator focused on data science interview preparation and career guidance,"Facebook, StrataScratch",StrataScratch is an interview prep platform founded by Nathan that curates real SQL interview questions with dummy datasets and solution walkthroughs; Facebook interview questions are being used as tutorial content,Tina Huang discloses affiliate commission relationship with StrataScratch through link in video description,"SQL, Data Science, Database Queries, Python","SQL-interview, data-science-interview, Facebook-interview, StrataScratch, interview-preparation","Technical Interview Preparation, SQL Query Writing, Data Aggregation Problems, Platform Affiliate Review, Interview Study Methods",auto,2026-04-13 19:16,General
QKqjV6L5VRY,Data scientists be like...,https://www.youtube.com/watch?v=QKqjV6L5VRY,Tina Huang,,00:13:47,40441,Technology,Beginner,8,"Data science roles are diverse and contextual, requiring balance between strategic long-term projects and reactive ad hoc requests, with daily work varying significantly by company and team structure.","The gap between idealized data science (clean datasets, clear problems) and reality (dirty data, constant interruptions) is substantial; successful data scientists must manage expectations and prioritize work strategically.","Career-curious professionals, aspiring data scientists, people in tech industry roles",Tina Huang - Product Data Scientist at a major tech company,Big Tech Company (unnamed),Tina works at a large technology company in a product data science role,,"Dashboards, Machine Learning Models, Data Pipelines, Data Quality Tools","data-science, career, product-analytics, workplace-reality, tech-jobs","Career Development, Data Science Roles, Project Management, Workplace Dynamics, Technical Skills",auto,2026-04-13 19:16,General
JUkSeqe1eYQ,How to choose between software engineering and data science | 5 Key Considerations,https://www.youtube.com/watch?v=JUkSeqe1eYQ,Tina Huang,,00:07:55,438695,Technology,Beginner,8,"Software engineering and data science represent distinct career paths with different skill emphases, role structures, and work focuses. The choice depends on whether you prioritize building products or discovering data-driven insights.","Data science roles are inherently less standardized than software engineering roles because the field is newer and interdisciplinary, meaning each position can vary dramatically in responsibilities and focus areas.","Career-switching professionals, Computer Science students, Tech job seekers, Career changers","Tina Huang, former data scientist at tech companies, former internship candidate at Amazon and Goldman Sachs","Amazon, Goldman Sachs",Amazon: software engineering internship offer; Goldman Sachs: data science internship offer (accepted),Software Engineer average salary: 92k (range: 63k-134k); Data Scientist average salary: 113k (range: 83k-154k),"Python, Machine Learning, Data Analysis, Statistical Methods, Programming","career-guidance, software-engineering, data-science, job-comparison, salary-analysis","Career Decision-Making, Technical Career Paths, Skills Comparison, Role Definition, Data Science vs Software Engineering",auto,2026-04-13 19:16,General
KAVw910mIrI,The scoreboard I use to achieve my goals (science backed),https://www.youtube.com/watch?v=KAVw910mIrI,Tina Huang,,00:12:31,212607,Business,Beginner,8,"Scoreboards leverage the psychology of keeping score to increase motivation and goal achievement. By making progress visible through simple x-y axis tracking, people naturally take their goals more seriously.","Most productivity trackers fail because they create resistance when streaks break, whereas effective scoreboards must be grounded in personally important goals to maintain motivation over time.","Entrepreneurs, students, and goal-setters seeking science-backed productivity methods","Tina Huang - content creator and entrepreneur focused on trading, finance, and goal-setting systems",Atodi,Atodi sponsored this video; viewers can win $250 in Amazon gift cards and prizes,"Scoreboard system helped achieve trading expertise, prepare for company launch, and manage personal finance progression","scoreboard tracking system, progress visualization, data science applications","goal-setting, productivity, behavioral psychology, habit tracking, motivation, performance management, data visualization","goal achievement systems, behavioral change mechanics, visual progress tracking, intrinsic motivation, quantified self",auto,2026-04-13 19:16,General
QlFV7LNPBEM,The one habit that will change your life,https://www.youtube.com/watch?v=QlFV7LNPBEM,Tina Huang,,00:11:29,53012,Education,Beginner,8,Keystone habits are catalysts that trigger cascading positive changes across multiple life areas by building foundational confidence and establishing sustainable routines that compound over time.,"The most effective keystone habits combine immediate direct benefits with psychological confidence-building that motivates tackling harder challenges, creating exponential rather than linear life improvements.",Young professionals and students seeking lifestyle optimization and habit-building strategies,Tina Huang,Brilliant,Brilliant is a sponsor of the video,"Creator mentions saving $100,000 through habits triggered by livestream studying","Livestream technology, Study platforms","keystone_habits, habit_formation, personal_development, self_improvement, productivity, discipline, confidence_building, positive_feedback_loops","Habit psychology and behavioral change, Foundational routines and ripple effects, Confidence building through consistency, Compounding personal growth",auto,2026-04-13 19:16,General
CL3GWyofdXY,What to EDUCATE YOURSELF on in 2022 (because the world is changing very quickly) 🐈‍⬛,https://www.youtube.com/watch?v=CL3GWyofdXY,Tina Huang,,00:12:23,59708,Education,Beginner,7,Self-education is not luxury or hustle culture but essential resilience-building in an economically unstable world. Continuous learning enables financial independence and the freedom to pursue meaningful work.,"Systems you depend on (government, employers, social programs) are fragile, making personal upskilling your most reliable safety net against unemployment and economic collapse.","Young professionals, career changers, students, people seeking financial independence and autonomy","Tina Huang - Data scientist in tech, YouTube educator, hosts regular 'Study with Tina' livestreams",Shortform,Shortform mentioned as sponsor (ad content excluded from analysis),"Social Security trust funds, inflation rates, retirement planning, personal finance management, financial freedom strategies",Data science,"self-education, financial-independence, career-development, economic-uncertainty, personal-finance, upskilling, financial-freedom, job-security, retirement-planning, time-freedom","Personal development, Financial literacy, Career resilience, Economic stability, Continuous learning, Work-life balance",auto,2026-04-13 19:16,General
uJE_nOIetgE,What it’s like being a data scientist,https://www.youtube.com/watch?v=uJE_nOIetgE,Tina Huang,,00:14:14,85697,Education,Intermediate,8,"Data science success depends on the ability to rapidly learn interdisciplinary skills on the job, as the field is too broad and fast-moving for formal education to cover comprehensively.","The hiring process validates baseline competency, but the job itself requires continuous skill development driven by specific product and business needs that weren't covered in training.","Aspiring data scientists, career changers, technology professionals considering data science roles",Tina Huang - data scientist working in tech with 1+ year of industry experience,,None - Tina mentions working at a tech company but does not disclose the specific company name,,"Python, Machine Learning, Statistics, Data Collection, A/B Testing, Forecasting, Modeling","data science, career advice, learning, professional development, skills, tech careers","career development in data science, continuous learning in tech, stakeholder communication, interdisciplinary skills, on-the-job training",auto,2026-04-13 19:17,General
64OHAH0NbP8,"what it’s ACTUALLY like to work at FAANG... (Facebook/Meta, Amazon, Netflix, Google, Apple)",https://www.youtube.com/watch?v=64OHAH0NbP8,Tina Huang,,00:19:33,42304,Business,Beginner,8.0,"While FAANG companies offer exceptional compensation, prestige, and access to top talent, the average employee tenure of less than two years suggests critical non-financial factors significantly impact job satisfaction and retention.","High compensation and prestigious brand recognition alone do not guarantee job satisfaction or retention at FAANG companies; non-financial factors like work culture, work-life balance, and career growth alignment are equally or more important for long-term employee success.","Job seekers considering FAANG careers, software engineers, data scientists, career-changers, students evaluating offer letters, professionals interested in tech industry insights","Tina Huang - data scientist at a FAANG company, YouTube content creator focused on career and business intelligence in tech","Meta (Facebook), Amazon, Netflix, Google, Apple","FAANG (or MANGA) companies are the largest tech employers offering highly competitive compensation packages with base salaries starting at six figures for technical roles, plus extensive stock options, benefits, and career development opportunities.",Six-figure starting salaries for technical roles; stock compensation equal to or exceeding base salary; wellness benefits allocation; relocation bonuses; pandemic-era home office equipment stipends,"Data science, Software engineering, Data engineering","FAANG companies, tech careers, compensation analysis, career development, employee retention, job satisfaction, tech industry, salary negotiation","Tech industry employment, Compensation and benefits structure, Employee retention and turnover, Career decision-making, Corporate culture impacts, Green card sponsorship and immigration, Work-life balance in tech",auto,2026-04-13 19:17,General
SrJzxalevjY,Techniques I use to be more disciplined and CONSISTENTLY study (with a full time job),https://www.youtube.com/watch?v=SrJzxalevjY,Tina Huang,,00:11:13,671452,Education,Beginner,8,"Discipline comes from environmental design and systems, not willpower. By creating situations with real negative consequences and reducing daily goals to one focused task, you make consistent behavior automatic rather than dependent on motivation.","The most effective accountability mechanism is public commitment combined with real consequences. Tina's livestream study commitment (disappointing 100+ people) and her research job contract both leverage social pressure and contractual obligations, which are more powerful than internal motivation.","Students and professionals struggling with procrastination, particularly those with full-time jobs seeking to develop new skills","Tina Huang - educational content creator focused on productivity, coding, and data science",Brilliant,Brilliant - online learning platform (sponsor of this video),,"Atomic Habits framework, Input-based goals methodology, Environmental design systems","discipline, productivity, study techniques, accountability, habit formation, time management, goal setting, motivation, systems thinking","habit formation, environmental psychology, motivation systems, productivity methodology, accountability mechanisms, skill development, time management",auto,2026-04-13 19:17,General
d_RtvjDJGbY,9 ways to make money coding (and the combo strategy I recommend),https://www.youtube.com/watch?v=d_RtvjDJGbY,Tina Huang,,00:22:22,68838,Business,Beginner,8,"Multiple viable income streams exist for coders, each with different tradeoffs between startup ease, time-to-profitability, stability, and passive nature. The optimal strategy combines methods to achieve both immediate and sustainable income.","Building visibility in online communities can generate client leads organically through demonstrated competence, as evidenced by Ibrahim's pathway to paid projects through free contributions.","Beginner to intermediate coders seeking multiple income streams, career changers interested in coding monetization.","Tina Huang - YouTube content creator focused on coding, career development, and technical education.","Upwork, Fiverr, Grammarly","Grammarly is featured as sponsor - a writing tool offering grammar checking, tone adjustment, and professional communication features with free and premium versions.",Target metric: $100/month income threshold used to evaluate method viability.,"Django, Web development, Data science, Data engineering, Website building, App development","coding-income, freelancing, passive-income, career-development, technical-skills, monetization, web-development, data-science","income-diversification, skill-monetization, freelance-strategies, sustainable-revenue, career-building",auto,2026-04-13 19:17,General
DoFZtsV25Zw,Why being a data scientist is awesome!,https://www.youtube.com/watch?v=DoFZtsV25Zw,Tina Huang,,00:09:42,290599,Education,Beginner,8,"Data science is an attractive career path offering high salaries comparable to software engineering, the intellectual excitement of discovery-oriented work, and broad applicability across virtually every industry in the information age.","The real competitive advantage for higher-paid data scientists comes from specialized skills like machine learning, research capabilities, or data engineering expertise rather than the base role itself.","Career-changers, college students, professionals considering data science, people interested in tech careers",Tina Huang,"fintech companies, hedge funds, banks, biotech companies, social media companies, food delivery companies, dating app companies","Tina Huang is a data scientist working in California, specifically in the Bay Area/Silicon Valley region, currently with work-from-home arrangement.",Entry-level data scientist salary: 130k/year in California; Entry-level software engineer salary: 122k/year in California,"machine learning, data engineering, modeling, forecasting, data analysis","data science career, salary comparison, career exploration, industry applications, tech jobs","career guidance, compensation in tech, data science applications, job market analysis, career satisfaction",auto,2026-04-13 19:17,General
YUQ18uSrwqE,Good coding habits to start developing NOW,https://www.youtube.com/watch?v=YUQ18uSrwqE,Tina Huang,,00:13:46,101411,Technology,Beginner,8.0,"Developing good coding habits early, such as proper planning and strategic documentation, prevents time-wasting refactoring and professional stagnation. These practices compound over a developer's career to significantly improve productivity and code quality.","Planning should be treated as a flexible guideline with multiple alternative approaches rather than a rigid specification, allowing developers to adapt quickly when reality diverges from expectations.","Software developers, data scientists, and engineers at all career levels seeking to improve productivity and avoid burnout",Tina Huang - Data Scientist at a FANG company with 5 years of coding experience,FANG,"Tina Huang works as a data scientist at a FANG (Facebook, Apple, Netflix, Google) company",,"SQL, Python, Git","coding habits, project planning, documentation, software development, data science, best practices","software engineering best practices, project management for developers, technical documentation standards, career development in tech, preventing developer burnout",auto,2026-04-13 19:17,General
mtgt1ElOo0U,Why you can’t find your passion,https://www.youtube.com/watch?v=mtgt1ElOo0U,Tina Huang,,00:14:11,117354,Education,Beginner,8,"Career fulfillment comes not from finding a single dream job but from understanding that a career is a collection of roles that evolve over time, each satisfying different needs and building upon one another.","Reframe your career mindset from seeking one perfect job to strategically choosing roles that balance satisfaction, strengths, curiosity, and practical benefits, accepting that perfection is impossible but fulfillment is achievable.","Young professionals, students, career-switchers, and anyone feeling lost or paralyzed by career uncertainty","Tina Huang - YouTube creator focused on career development, data science, and life lessons from professional experience",,,,"Computer Science, Data Science, Bioinformatics","career guidance, job search, passion finding, personal development, career change, life advice","Career Development, Life Purpose, Professional Growth, Decision Making, Work-Life Satisfaction",auto,2026-04-13 19:18,General
sOZ8MxFw8TQ,Why you should not be a data scientist,https://www.youtube.com/watch?v=sOZ8MxFw8TQ,Tina Huang,,00:12:32,783739,Education,Intermediate,8,"Data science requires sustained motivation across interdisciplinary learning and comfort with rapid, imperfect execution. Career success depends more on genuine interest in the role than external motivations like compensation or status.","Technical backgrounds provide a faster pathway to data science proficiency because business skills are generally easier to acquire than coding and statistics skills, inversely reversing common assumptions about career transitions.","Career changers, aspiring data scientists, students considering data science roles, professionals evaluating job fit","Tina Huang, data scientist in tech with 1+ years of experience, mentors junior data scientists",,None,None,"coding, statistics, computer science","career advice, data science, skill development, interdisciplinary learning, professional growth","career decision-making, skill requirements, professional mindset, continuous learning, role assessment",auto,2026-04-13 19:18,General
tF2h9UaRx7w,apartment home office desk tour 🐈,https://www.youtube.com/watch?v=tF2h9UaRx7w,Tina Huang,,00:08:13,122187,Technology,Beginner,7.0,"A comprehensive home office desk tour demonstrating practical equipment choices and setup organization for remote work, streaming, and productivity. The video serves as a product showcase and buying guide for aspiring content creators.","Gifted products and hand-me-down equipment can significantly reduce setup costs while maintaining quality—Tina's Dell monitor and speaker system were both received rather than purchased, yet function reliably for professional use.","Content creators, remote workers, students, tech enthusiasts interested in home office setup and equipment recommendations","Tina Huang, YouTuber focused on technology reviews, home office setups, and productivity content","Dell, ASUS, Apple, Blue Microphones, Anker, Autonomous","Featured brands: Anker (gifted speakers and webcam as part of Anker Work line), Autonomous (standing desk manufacturer), Dell (monitor), ASUS (ROG gaming laptop), Apple (iPad Pro and accessories), Blue Microphones (Yeti microphone)",,"Dell Monitor, ASUS ROG Laptop, iPad Pro 11-inch, Apple Pencil, Magic Keyboard, Blue Yeti Microphone, Anker PowerConf S500 Speaker, Anker C300 Webcam, OBS Streaming Software, Autonomous Standing Desk, Mechanical Keyboard","home office tour, desk setup, content creation equipment, streaming setup, tech peripherals, productivity workspace, equipment review, remote work, YouTuber workspace","home office organization, tech equipment recommendations, content creator setup, streaming and recording hardware, workspace ergonomics, productivity tools",auto,2026-04-13 19:18,General
INymz5VwLmk,How I consistently study with a full time job (9 months in and still going strong),https://www.youtube.com/watch?v=INymz5VwLmk,Tina Huang,,00:15:53,2893970,Education,Intermediate,8,"Building consistent habits requires a formula combining clear goals, intrinsic motivators, growth mindset, social accountability, and progress tracking rather than relying on willpower or motivation.","The most successful habit-builders don't use willpower or motivation—they engineer systems that continuously push their emotional buttons and measure progress objectively, allowing them to stay consistent even when motivation dips.","Working professionals seeking to develop learning habits, career changers, tech industry workers, students balancing work and study",Tina Huang,Fan company (unnamed),Tina works as a data scientist at an unnamed tech/fan company,None explicitly mentioned,"YouTube, Online course platform, Data science tools","habit formation, consistency, productivity, learning, time management, motivation, data scientist, tech career","habit building, personal productivity, goal setting, mindset development, progress tracking, work-life balance, continuous learning",auto,2026-04-13 19:18,General
0Kr1eh1wwb8,Google's 8 Hour AI Essentials Course In 15 Minutes,https://www.youtube.com/watch?v=0Kr1eh1wwb8,Tina Huang,,00:15:34,617034,Education,Beginner,8,"Google's AI Essentials course teaches foundational AI concepts and practical applications, emphasizing that effective AI use requires human participation in the process. The course structure progresses from definitions to responsible implementation and future-readiness.","The quality of AI outputs is directly influenced by how you communicate with the AI through prompts and your willingness to iterate on results, making prompt design and human oversight critical skills.",Beginners interested in understanding AI fundamentals and practical AI tool usage for business and productivity.,Tina Huang - Educational content creator specializing in technology and business topics.,"Google, HubSpot",Google offers the AI Essentials course with five modules. HubSpot sponsored a portion of the video.,,"Gemini, Machine Learning, Generative AI, Large Language Models, Google Maps, YouTube recommendation system","AI fundamentals, generative AI, prompt engineering, machine learning, responsible AI, productivity, Google Gemini","artificial intelligence basics, generative AI applications, machine learning principles, prompt engineering, human-AI collaboration, AI ethics and responsibility",auto,2026-04-13 19:18,General
ZI1b8YHR6M4,The habits that changed my life (and how I built them),https://www.youtube.com/watch?v=ZI1b8YHR6M4,Tina Huang,,00:14:46,219052,Education,Beginner,8,"Lasting life change comes from intentionally designing habit systems that reinforce your desired identity, not from motivation or willpower. Real learning happens when you have responsibility and concrete projects to solve.","Unpaid volunteer work can be more valuable than paid positions if it provides accountability, real problems to solve, and portfolio-building experience.","Young professionals, career changers, students struggling with procrastination and productivity","Tina Huang - Data Scientist at a FAANG company, former pharmacology/pre-med student, completed master's in computer science",FAANG company (unnamed),Tina currently works as a data scientist at an unnamed FAANG company,None,"Python, Bioinformatics, Data Science","habit-building, procrastination, career-transition, identity-based-habits, systems-thinking, productivity, self-improvement","personal development, career strategy, habit formation, learning systems, professional growth",auto,2026-04-13 19:18,General
p09yRj47kNM,Google's 9 Hour AI Prompt Engineering Course In 20 Minutes,https://www.youtube.com/watch?v=p09yRj47kNM,Tina Huang,,00:20:17,1688856,Education,Beginner,8,"Effective AI prompting follows a structured five-step framework that can be remembered through mnemonics, and success depends on iterative refinement rather than perfect first attempts.","Adding context, examples, and persona to prompts significantly improves output quality—the same task with more specification yields dramatically different and more targeted results.","Beginners interested in AI prompt engineering, professionals seeking to improve AI tool usage, anyone wanting to maximize generative AI capabilities.",Tina Huang,Google,Google created the 9-hour 'Prompting Essentials' course that this video summarizes.,,"Generative AI, Large Language Models, Prompt Engineering","prompt engineering, AI basics, Google course, frameworks, practical tips, generative AI, learning efficiency","AI prompt design, instruction engineering, AI output optimization, learning and retention, iterative refinement",auto,2026-04-13 19:19,General
EhhUIrLvX34,Learn To Learn In 25 Minutes,https://www.youtube.com/watch?v=EhhUIrLvX34,Tina Huang,,00:24:56,608971,Education,Beginner,9,Learning effectively requires understanding and switching between two cognitive modes: focused mode for executing familiar tasks and diffuse mode for creative problem-solving and accessing new information.,"You cannot be in both focused and diffuse modes simultaneously; trying harder within focused mode when you need diffuse mode is counterproductive, so recognizing when to switch modes is the meta-skill of effective learning.","Students, professionals, learners seeking to improve learning efficiency and problem-solving skills",Tina Huang,,,,,"learning, metacognition, problem-solving, cognitive modes, productivity, study techniques, brain science, focused mode, diffuse mode","cognitive psychology, learning methods, brain functioning, problem-solving strategies, educational techniques",auto,2026-04-13 19:19,General
XPYT8BaTqoA,Why I work so hard (despite having a ‘good’ job),https://www.youtube.com/watch?v=XPYT8BaTqoA,Tina Huang,,00:12:11,511724,Education,Intermediate,8,"Continuous learning and skill diversification enable personal fulfillment and career growth by allowing you to design your own lifestyle rather than waiting for a perfect job to exist. Different skill sets complement each other in unexpected ways, creating competitive advantages.","The concept of a 'dream job' is a myth because the world doesn't operate based on individual preferences. Instead, fulfillment comes from designing your own combination of activities and continuously learning to support that design.","Career professionals, lifelong learners, people interested in personal development and entrepreneurship, particularly in tech and finance sectors","Tina Huang - Data Scientist at a tech/fan company, YouTuber, course creator, trader. Also runs 'Study with Tina' channel with livestreams Monday, Tuesday, Friday 6:30-8:30 AM PT.",tech company (unnamed),Tina works as a Data Scientist at an unnamed tech/fan company,"Tina generates income from: day job as Data Scientist, YouTube channel, online courses, and trading activities","data science, bioinformatics, computer science, YouTube, trading platforms","continuous learning, career design, skill development, lifestyle design, personal fulfillment, entrepreneurship, side projects, trading, data science","Lifelong Learning, Career Development, Personal Fulfillment, Skill Complementarity, Lifestyle Design, Multiple Income Streams, Self-Education",auto,2026-04-13 19:19,General
lxd65uDf2q8,My SMART Goals For 2025,https://www.youtube.com/watch?v=lxd65uDf2q8,Tina Huang,,00:10:32,21604,Education,Beginner,8,"Effective goal-setting requires first defining your ideal life and ideal day with specificity, then creating concrete goals that align with your authentic values rather than external expectations.","People often internalize goals from parents, friends, and society without critically examining whether those goals serve their own vision of a fulfilling life—this disconnect causes misalignment between effort and satisfaction.","Young adults seeking personal development, career direction, and life planning strategies","Tina Huang, personal development and business intelligence YouTuber",,,Tina mentioned depleting savings mid-2024 but focusing on personal finance education and budgeting in latter half,AI learning,"goal-setting, life-planning, personal-development, 2025-goals, mental-health, life-categories, ideal-life-framework, self-reflection","goal-setting methodology, life balance and categories, personal vision definition, annual planning framework, self-awareness and authenticity",auto,2026-04-13 19:19,General
dFApiK0kpUA,How To Learn Anything Faster,https://www.youtube.com/watch?v=dFApiK0kpUA,Tina Huang,,00:14:02,94995,Education,Beginner,8,"Faster learning comes from having clear goals, researching optimal learning paths, and practicing the exact skill needed rather than related topics. This avoids shallow cramming and ensures real-world applicability.",Specificity in learning goals prevents wasted time on tangential knowledge—practice the exact format and context of what you'll actually use.,"Students, career changers, professionals seeking to rapidly acquire new technical skills","Tina Huang, a software engineer and data scientist who has experienced multiple career transitions",Brilliant,Brilliant (sponsor) - learning platform,,"Python, SQL, Web development, Data Science","learning strategies, skill development, goal setting, efficient learning, career development","metacognition, deliberate practice, goal-oriented learning, knowledge retention, learning systems",auto,2026-04-13 19:19,General
qpWqrIsaKwo,Andrew Ng’s 3 Week Intro AI Course in 25 Minutes| Deep Learning AI,https://www.youtube.com/watch?v=qpWqrIsaKwo,Tina Huang,,00:24:31,78984,Education,Beginner,8,Generative AI is a general-purpose technology that learns to predict sequences (like next words) and can be applied across web-based and software-based use cases to solve business problems efficiently.,"Most people only think of LLMs as interactive chat interfaces, but the real business value lies in software-based applications that automate workflows like customer feedback routing and insight generation.","Beginners wanting foundational AI knowledge, business professionals exploring AI applications, non-technical decision makers",Tina Huang (summarizing Andrew Ng's course from Deep Learning AI),"OpenAI, Google, Microsoft",Andrew Ng's course from Deep Learning AI; ChatGPT and related models from OpenAI; Bard from Google; Bing Chat from Microsoft,,"Large Language Models (LLMs), ChatGPT, Supervised Learning, Natural Language Processing, Machine Learning","generative-ai, llm, machine-learning, ai-applications, business-use-cases, andrew-ng, course-summary, ai-fundamentals","Generative AI Technology, Large Language Models, AI Use Cases, Business Applications of AI, AI and Society Impact",auto,2026-04-13 19:19,General
SDIrnL6nUkE,How To Make The ULTIMATE Self Study Plan With ChatGPT (step by step prompting guide),https://www.youtube.com/watch?v=SDIrnL6nUkE,Tina Huang,,00:16:39,83300,Education,Intermediate,8,"ChatGPT can generate highly personalized, optimized study plans in under 10 minutes when prompted using Scott H. Young's Ultra Learning framework combined with the Why-What-How methodology.",The iterative approach of breaking prompts into Why-What-How components rather than one massive prompt gives users flexibility to refine and exclude unnecessary topics until the study plan perfectly matches their specific goals.,"Students, self-learners, professionals seeking skill development, AI enthusiasts",Tina Huang (YouTube educational content creator),"ChatGPT, HubSpot",HubSpot sponsored a portion of this video,,"ChatGPT, LLMs, AI APIs, Python, Web applications","ChatGPT, study-planning, prompt-engineering, learning-framework, ultra-learning, self-study, AI-learning, productivity","prompt engineering, learning methodologies, personalized education, AI applications, study optimization",auto,2026-04-13 19:20,General
54ojPbRb9S4,How I Would Start My Career In 2024 (if I could redo over),https://www.youtube.com/watch?v=54ojPbRb9S4,Tina Huang,,00:29:02,49886,Education,Intermediate,8,The traditional path of expensive university degrees followed by job hunting is becoming less valuable and viable in 2024. Strategic use of AI tools and alternative learning methods is now essential for career success.,"The gatekeeping of knowledge has collapsed due to online education platforms and AI, making expensive traditional degrees less critical than before, though employers still show bias toward degree holders despite official claims otherwise.","Job seekers, career changers, high school students, recent graduates, professionals facing career transitions",Tina Huang - YouTuber focused on career advice and business intelligence,"HubSpot, Udemy, Skillshare, Udacity, Coursera, LinkedIn, YouTube",HubSpot sponsored this video and provided free resources for job seekers including an AI toolkit,"Average university tuition 2023: $45,000-$166,000 for 4 years; Mock interviews typically cost $100+","ChatGPT, AI job matching tools, AI writing tools, Online learning platforms","career-advice, AI-tools, job-hunting, education-alternatives, 2024-trends, job-market, AI-for-productivity","career development, artificial intelligence, education disruption, job search strategies, alternative learning paths, AI-powered tools",auto,2026-04-13 19:20,General
utPBI1qitJU,How To Start Freelancing (a step by step guide),https://www.youtube.com/watch?v=utPBI1qitJU,Tina Huang,,00:26:35,126278,Business,Beginner,8,"Successful freelancing starts by identifying your unfair advantages—unique skills, traits, or assets that differentiate you—and leveraging them to build a marketable portfolio and position yourself in a niche market.","Lack of work experience is not a barrier to freelancing if you can identify and leverage your unfair advantages effectively, particularly the ability to learn quickly and solve real problems.","Aspiring freelancers, career changers, people with limited work experience looking to start independent work","Tina Huang, freelancer and educator with 7 years of freelancing experience, founder of Lonely Octopus program",Lonely Octopus,Lonely Octopus is a program founded by Tina Huang that teaches AI and data skills to people on real freelance projects,No specific financial figures mentioned,"Google Sheets, Website building, Coding","freelancing, career guidance, unfair advantages, skill development, portfolio building, how to start, work experience","freelance career launch, competitive advantage, self-assessment, skill identification, personal branding, portfolio development",auto,2026-04-13 19:20,General
dyT_3fRcTRM,Screen Resumes With Me! (hiring for our team) 🐙,https://www.youtube.com/watch?v=dyT_3fRcTRM,Tina Huang,,00:20:22,11863,Business,Intermediate,8.0,"Hiring decisions at small companies and startups prioritize portfolio evidence of specific task competency and network referrals over credentials, contrasting sharply with large tech company automated resume screening.","Network referrals bypass 50-80% of formal hiring processes entirely, making relationship-building more valuable than perfecting applications for many roles.","Job seekers, freelancers, startup employees, product marketers, and aspiring hiring managers",Tina Huang,"Goldman Sachs, Meta, Tina Huang's company","Tina Huang runs a small remote company with a team including product marketing specialists, editors (Ecstasy, Ibrahim Vermont), and operations managers (Rex). The company hires through community engagement and network referrals.",,"Discord, LinkedIn, YouTube, Hopspot","resume-screening, hiring-process, job-applications, portfolio-building, freelance-work, startup-hiring, career-advice, networking, product-marketing","Hiring and recruitment strategies, Job application optimization, Portfolio importance for freelancers, Network-based job placement, Resume red flags, Small company vs large company hiring differences, Remote work opportunities",auto,2026-04-13 19:20,General
xspOEnpz0uw,It’s Time To Take Your Dreams Seriously - The Alchemist by Paulo Coelho,https://www.youtube.com/watch?v=xspOEnpz0uw,Tina Huang,,00:15:51,23401,Education,Beginner,8,"The Alchemist teaches that everyone has a personal legend they should pursue from youth, and that the universe conspires to help those who commit to their dreams while treating obstacles as preparation for success.",Doubts and negative forces are not barriers to your dreams but necessary testing grounds that strengthen your will and prepare you to achieve your personal legend.,"Young professionals, aspiring entrepreneurs, content creators, and anyone questioning their life purpose",Tina Huang - YouTuber and content creator focused on personal development and book analysis,,None,None,,"personal-legend, dream-fulfillment, self-doubt, purpose-driven-life, book-analysis, personal-development, spirituality, synchronicity, life-purpose, entrepreneurship","Personal Purpose and Life Direction, Overcoming Self-Doubt and Fear, Following Your Dreams and Calling, Spiritual Journey and Signs from Universe, Youth vs Age in Pursuing Goals",auto,2026-04-13 19:20,General
